,country,centroid_lat,centroid_lon,pwt_growth,mpd_growth,wbdi_growth,year,pow_year,aod_yr_t-0,aod_yr_t-1,aod_yr_t-2,aod_yr_t-3,aod_yr_t-4,aod_yr_t-5,aod_dry_t-0,aod_dry_t-1,aod_dry_t-2,aod_dry_t-3,aod_dry_t-4,aod_dry_t-5,aod_wt_yr_t-0,aod_wt_yr_t-1,aod_wt_yr_t-2,aod_wt_yr_t-3,aod_wt_yr_t-4,aod_wt_yr_t-5,aod_wt_dry_t-0,aod_wt_dry_t-1,aod_wt_dry_t-2,aod_wt_dry_t-3,aod_wt_dry_t-4,aod_wt_dry_t-5,pm25_dry_t-0,pm25_dry_t-1,pm25_dry_t-2,pm25_dry_t-3,pm25_dry_t-4,pm25_dry_t-5,pm25_yr_t-0,pm25_yr_t-1,pm25_yr_t-2,pm25_yr_t-3,pm25_yr_t-4,pm25_yr_t-5,pm25_wt_dry_t-0,pm25_wt_dry_t-1,pm25_wt_dry_t-2,pm25_wt_dry_t-3,pm25_wt_dry_t-4,pm25_wt_dry_t-5,prec_wt_dry_t-0,prec_wt_dry_t-1,prec_wt_dry_t-2,prec_wt_dry_t-3,prec_wt_dry_t-4,prec_wt_dry_t-5,temp_wt_dry_t-0,temp_wt_dry_t-1,temp_wt_dry_t-2,temp_wt_dry_t-3,temp_wt_dry_t-4,temp_wt_dry_t-5,prec_dry_t-0,prec_dry_t-1,prec_dry_t-2,prec_dry_t-3,prec_dry_t-4,prec_dry_t-5,temp_dry_t-0,temp_dry_t-1,temp_dry_t-2,temp_dry_t-3,temp_dry_t-4,temp_dry_t-5,prec_wt_yr_t-0,prec_wt_yr_t-1,prec_wt_yr_t-2,prec_wt_yr_t-3,prec_wt_yr_t-4,prec_wt_yr_t-5,temp_wt_yr_t-0,temp_wt_yr_t-1,temp_wt_yr_t-2,temp_wt_yr_t-3,temp_wt_yr_t-4,temp_wt_yr_t-5,prec_yr_t-0,prec_yr_t-1,prec_yr_t-2,prec_yr_t-3,prec_yr_t-4,prec_yr_t-5,temp_yr_t-0,temp_yr_t-1,temp_yr_t-2,temp_yr_t-3,temp_yr_t-4,temp_yr_t-5,dust_yr_t-0,dust_yr_t-1,dust_yr_t-2,dust_dry_t-3,dust_dry_t-4,dust_dry_t-5,dust_dry_t-0,dust_dry_t-1,dust_dry_t-2,dust_yr_t-3,dust_yr_t-4,dust_yr_t-5,dust_wt_dry_t-0,dust_wt_dry_t-1,dust_wt_dry_t-2,dust_wt_dry_t-3,dust_wt_dry_t-4,dust_wt_dry_t-5,dust_wt_yr_t-0,dust_wt_yr_t-1,dust_wt_yr_t-2,dust_wt_yr_t-3,dust_wt_yr_t-4,dust_wt_yr_t-5,dust_pred_wt_dry_t-0,dust_pred_wt_dry_t-1,dust_pred_wt_dry_t-2,dust_pred_wt_dry_t-3,dust_pred_wt_dry_t-4,dust_pred_wt_dry_t-5,dust_sim_wt_dry_t-0,dust_sim_wt_dry_t-1,dust_sim_wt_dry_t-2,dust_sim_wt_dry_t-3,dust_sim_wt_dry_t-4,dust_sim_wt_dry_t-5,bodele_aod_dry,bodele_x,bodele_y,bodele_pm25_dry,bodele_x,bodele_y
178,guinea,9.945587,-9.696645,0.048133676760298935,0.055910343751562036,0.0481336286679665,2010,4040100,0.35908502,0.30988395,0.3378553,0.37519577,0.3244846,0.35197544,0.45538583,0.41346246,0.43873167,0.47315434,0.40055123,0.47075677,0.003343697,0.0028735497,0.003154492,0.003458986,0.0030246675,0.0032660034,0.0042270334,0.0038693154,0.0040905713,0.0042863893,0.0037616536,0.0043291766,6.283882e-08,6.213062e-08,6.2908526e-08,6.89292e-08,5.0536187e-08,6.677437e-08,4.1936485e-08,3.9282163e-08,4.4557325e-08,4.792931e-08,3.7775248e-08,4.373453e-08,5.669482e-10,5.64812e-10,5.818741e-10,6.192362e-10,4.7832815e-10,6.196154e-10,8.089201e-08,3.19257e-08,2.931563e-08,1.8514656e-08,4.3777085e-08,7.959369e-08,2.7421153,2.7416384,2.745522,2.7463372,2.7470214,2.7474911,1.0684959e-05,5.7317516e-06,5.3502577e-06,2.9945704e-06,4.755293e-06,9.152565e-06,299.55588,299.6031,300.33698,300.50403,300.72668,300.68518,6.260983e-07,7.8648446e-07,5.577874e-07,3.108254e-07,3.251727e-07,4.3793256e-07,2.7350113,2.7330964,2.7349055,2.7377105,2.7382383,2.7380486,6.489521e-05,7.475246e-05,5.81949e-05,2.7594995e-05,2.8099992e-05,3.4326058e-05,298.87283,298.75424,298.98856,299.5666,299.67813,299.6101,2.7066868e-08,2.3249099e-08,3.2099187e-08,3.576299e-08,2.5917052e-08,3.0580146e-08,4.145607e-08,3.8031665e-08,4.823372e-08,5.1231865e-08,3.5490817e-08,4.843875e-08,3.7251693e-10,3.4193384e-10,4.314856e-10,4.4941845e-10,3.2825004e-10,4.4674445e-10,2.4673794e-10,2.0754976e-10,2.9153366e-10,3.242202e-10,2.3572558e-10,2.8255506e-10,3.8012457e-10,4.3262158e-10,4.700893e-10,4.5587772e-10,3.8441147e-10,4.0974965e-10,3.925258e-10,3.8313963e-10,5.350021e-10,5.688299e-10,3.159008e-10,4.3617132e-10,0.4414493,0.6144635,0.56250304,1.8208883e-07,1.178207e-07,1.5657368e-07
179,guinea,9.945587,-9.696645,0.056120954515995546,0.07049409169883575,0.05612108174848815,2011,4044121,0.3316028,0.35908502,0.30988395,0.3378553,0.37519577,0.3244846,0.35990998,0.45538583,0.41346246,0.43873167,0.47315434,0.40055123,0.003131341,0.003343697,0.0028735497,0.003154492,0.003458986,0.0030246675,0.003451446,0.0042270334,0.0038693154,0.0040905713,0.0042863893,0.0037616536,5.4422607e-08,6.283882e-08,6.213062e-08,6.2908526e-08,6.89292e-08,5.0536187e-08,4.410891e-08,4.1936485e-08,3.9282163e-08,4.4557325e-08,4.792931e-08,3.7775248e-08,5.107723e-10,5.669482e-10,5.64812e-10,5.818741e-10,6.192362e-10,4.7832815e-10,5.008485e-08,8.089201e-08,3.19257e-08,2.931563e-08,1.8514656e-08,4.3777085e-08,2.7407625,2.7421153,2.7416384,2.745522,2.7463372,2.7470214,8.056827e-06,1.0684959e-05,5.7317516e-06,5.3502577e-06,2.9945704e-06,4.755293e-06,299.33517,299.55588,299.6031,300.33698,300.50403,300.72668,3.636166e-07,6.260983e-07,7.8648446e-07,5.577874e-07,3.108254e-07,3.251727e-07,2.7347808,2.7350113,2.7330964,2.7349055,2.7377105,2.7382383,3.9780036e-05,6.489521e-05,7.475246e-05,5.81949e-05,2.7594995e-05,2.8099992e-05,298.85852,298.87283,298.75424,298.98856,299.5666,299.67813,2.8975187e-08,2.7066868e-08,2.3249099e-08,3.2099187e-08,3.576299e-08,2.5917052e-08,3.2613926e-08,4.145607e-08,3.8031665e-08,4.823372e-08,5.1231865e-08,3.5490817e-08,3.039269e-10,3.7251693e-10,3.4193384e-10,4.314856e-10,4.4941845e-10,3.2825004e-10,2.701351e-10,2.4673794e-10,2.0754976e-10,2.9153366e-10,3.242202e-10,2.3572558e-10,4.1289078e-10,3.8012457e-10,4.3262158e-10,4.700893e-10,4.5587772e-10,3.8441147e-10,4.4238427e-10,3.925258e-10,3.8313963e-10,5.350021e-10,5.688299e-10,3.159008e-10,0.4603701,0.6788797,0.5522642,1.9361345e-07,1.1931897e-07,1.6934453e-07
180,guinea,9.945587,-9.696645,0.05916910473055063,0.06450320664567454,0.05915288883600992,2012,4048144,0.34889662,0.3316028,0.35908502,0.30988395,0.3378553,0.37519577,0.49733207,0.35990998,0.45538583,0.41346246,0.43873167,0.47315434,0.003234789,0.003131341,0.003343697,0.0028735497,0.003154492,0.003458986,0.0045941584,0.003451446,0.0042270334,0.0038693154,0.0040905713,0.0042863893,7.090276e-08,5.4422607e-08,6.283882e-08,6.213062e-08,6.2908526e-08,6.89292e-08,4.2842252e-08,4.410891e-08,4.1936485e-08,3.9282163e-08,4.4557325e-08,4.792931e-08,6.5002853e-10,5.107723e-10,5.669482e-10,5.64812e-10,5.818741e-10,6.192362e-10,4.1658836e-08,5.008485e-08,8.089201e-08,3.19257e-08,2.931563e-08,1.8514656e-08,2.7408245,2.7407625,2.7421153,2.7416384,2.745522,2.7463372,5.401983e-06,8.056827e-06,1.0684959e-05,5.7317516e-06,5.3502577e-06,2.9945704e-06,299.69904,299.33517,299.55588,299.6031,300.33698,300.50403,7.899809e-07,3.636166e-07,6.260983e-07,7.8648446e-07,5.577874e-07,3.108254e-07,2.7303715,2.7347808,2.7350113,2.7330964,2.7349055,2.7377105,6.995113e-05,3.9780036e-05,6.489521e-05,7.475246e-05,5.81949e-05,2.7594995e-05,298.52985,298.85852,298.87283,298.75424,298.98856,299.5666,3.0213986e-08,2.8975187e-08,2.7066868e-08,2.3249099e-08,3.2099187e-08,3.576299e-08,5.231925e-08,3.2613926e-08,4.145607e-08,3.8031665e-08,4.823372e-08,5.1231865e-08,4.7172355e-10,3.039269e-10,3.7251693e-10,3.4193384e-10,4.314856e-10,4.4941845e-10,2.748439e-10,2.701351e-10,2.4673794e-10,2.0754976e-10,2.9153366e-10,3.242202e-10,4.721713e-10,4.1289078e-10,3.8012457e-10,4.3262158e-10,4.700893e-10,4.5587772e-10,5.2847704e-10,4.4238427e-10,3.925258e-10,3.8313963e-10,5.350021e-10,5.688299e-10,0.507767,0.6293853,0.56667936,2.2364057e-07,1.093433e-07,1.6815602e-07
181,guinea,9.945587,-9.696645,0.03934785529465421,0.04413217176600254,0.03945683804820045,2013,4052169,0.2637759,0.34889662,0.3316028,0.35908502,0.30988395,0.3378553,0.292795,0.49733207,0.35990998,0.45538583,0.41346246,0.43873167,0.0025116282,0.003234789,0.003131341,0.003343697,0.0028735497,0.003154492,0.0027883102,0.0045941584,0.003451446,0.0042270334,0.0038693154,0.0040905713,4.7549264e-08,7.090276e-08,5.4422607e-08,6.283882e-08,6.213062e-08,6.2908526e-08,3.4568693e-08,4.2842252e-08,4.410891e-08,4.1936485e-08,3.9282163e-08,4.4557325e-08,4.4643686e-10,6.5002853e-10,5.107723e-10,5.669482e-10,5.64812e-10,5.818741e-10,6.922113e-08,4.1658836e-08,5.008485e-08,8.089201e-08,3.19257e-08,2.931563e-08,2.7389538,2.7408245,2.7407625,2.7421153,2.7416384,2.745522,8.757533e-06,5.401983e-06,8.056827e-06,1.0684959e-05,5.7317516e-06,5.3502577e-06,299.36285,299.69904,299.33517,299.55588,299.6031,300.33698,8.056087e-07,7.899809e-07,3.636166e-07,6.260983e-07,7.8648446e-07,5.577874e-07,2.7322142,2.7303715,2.7347808,2.7350113,2.7330964,2.7349055,6.4910564e-05,6.995113e-05,3.9780036e-05,6.489521e-05,7.475246e-05,5.81949e-05,298.7017,298.52985,298.85852,298.87283,298.75424,298.98856,2.0392546e-08,3.0213986e-08,2.8975187e-08,2.7066868e-08,2.3249099e-08,3.2099187e-08,2.8002649e-08,5.231925e-08,3.2613926e-08,4.145607e-08,3.8031665e-08,4.823372e-08,2.6316127e-10,4.7172355e-10,3.039269e-10,3.7251693e-10,3.4193384e-10,4.314856e-10,1.9370035e-10,2.748439e-10,2.701351e-10,2.4673794e-10,2.0754976e-10,2.9153366e-10,3.6651973e-10,4.721713e-10,4.1289078e-10,3.8012457e-10,4.3262158e-10,4.700893e-10,3.7778453e-10,5.2847704e-10,4.4238427e-10,3.925258e-10,3.8313963e-10,5.350021e-10,0.4296738,0.65228707,0.5166223,1.7357749e-07,1.1840312e-07,1.5149745e-07
182,guinea,9.945587,-9.696645,0.03707451167993359,0.011223508472776995,0.03696541843256626,2014,4056196,0.28157037,0.2637759,0.34889662,0.3316028,0.35908502,0.30988395,0.32897207,0.292795,0.49733207,0.35990998,0.45538583,0.41346246,0.002675741,0.0025116282,0.003234789,0.003131341,0.003343697,0.0028735497,0.0031355487,0.0027883102,0.0045941584,0.003451446,0.0042270334,0.0038693154,5.2468923e-08,4.7549264e-08,7.090276e-08,5.4422607e-08,6.283882e-08,6.213062e-08,3.7350947e-08,3.4568693e-08,4.2842252e-08,4.410891e-08,4.1936485e-08,3.9282163e-08,4.898208e-10,4.4643686e-10,6.5002853e-10,5.107723e-10,5.669482e-10,5.64812e-10,7.562251e-08,6.922113e-08,4.1658836e-08,5.008485e-08,8.089201e-08,3.19257e-08,2.7377949,2.7389538,2.7408245,2.7407625,2.7421153,2.7416384,1.1660554e-05,8.757533e-06,5.401983e-06,8.056827e-06,1.0684959e-05,5.7317516e-06,299.2995,299.36285,299.69904,299.33517,299.55588,299.6031,6.8716326e-07,8.056087e-07,7.899809e-07,3.636166e-07,6.260983e-07,7.8648446e-07,2.731735,2.7322142,2.7303715,2.7347808,2.7350113,2.7330964,6.7480934e-05,6.4910564e-05,6.995113e-05,3.9780036e-05,6.489521e-05,7.475246e-05,298.63248,298.7017,298.52985,298.85852,298.87283,298.75424,2.2179897e-08,2.0392546e-08,3.0213986e-08,2.8975187e-08,2.7066868e-08,2.3249099e-08,3.0868858e-08,2.8002649e-08,5.231925e-08,3.2613926e-08,4.145607e-08,3.8031665e-08,2.8905522e-10,2.6316127e-10,4.7172355e-10,3.039269e-10,3.7251693e-10,3.4193384e-10,2.0761226e-10,1.9370035e-10,2.748439e-10,2.701351e-10,2.4673794e-10,2.0754976e-10,3.5570208e-10,3.6651973e-10,4.721713e-10,4.1289078e-10,3.8012457e-10,4.3262158e-10,4.2794365e-10,3.7778453e-10,5.2847704e-10,4.4238427e-10,3.925258e-10,3.8313963e-10,0.39415893,0.6234035,0.4841023,1.664835e-07,1.1525145e-07,1.508842e-07
183,guinea,9.945587,-9.696645,0.038149573509836734,0.0017997543327153093,0.03825921666701339,2015,4060225,0.36660352,0.28157037,0.2637759,0.34889662,0.3316028,0.35908502,0.44616097,0.32897207,0.292795,0.49733207,0.35990998,0.45538583,0.0034361721,0.002675741,0.0025116282,0.003234789,0.003131341,0.003343697,0.0042665005,0.0031355487,0.0027883102,0.0045941584,0.003451446,0.0042270334,6.689931e-08,5.2468923e-08,4.7549264e-08,7.090276e-08,5.4422607e-08,6.283882e-08,4.8918558e-08,3.7350947e-08,3.4568693e-08,4.2842252e-08,4.410891e-08,4.1936485e-08,6.218769e-10,4.898208e-10,4.4643686e-10,6.5002853e-10,5.107723e-10,5.669482e-10,5.73944e-08,7.562251e-08,6.922113e-08,4.1658836e-08,5.008485e-08,8.089201e-08,2.7376897,2.7377949,2.7389538,2.7408245,2.7407625,2.7421153,9.7124375e-06,1.1660554e-05,8.757533e-06,5.401983e-06,8.056827e-06,1.0684959e-05,299.15417,299.2995,299.36285,299.69904,299.33517,299.55588,8.745975e-07,6.8716326e-07,8.056087e-07,7.899809e-07,3.636166e-07,6.260983e-07,2.7314157,2.731735,2.7322142,2.7303715,2.7347808,2.7350113,7.46041e-05,6.7480934e-05,6.4910564e-05,6.995113e-05,3.9780036e-05,6.489521e-05,298.52292,298.63248,298.7017,298.52985,298.85852,298.87283,3.337967e-08,2.2179897e-08,2.0392546e-08,3.0213986e-08,2.8975187e-08,2.7066868e-08,4.425105e-08,3.0868858e-08,2.8002649e-08,5.231925e-08,3.2613926e-08,4.145607e-08,4.1526513e-10,2.8905522e-10,2.6316127e-10,4.7172355e-10,3.039269e-10,3.7251693e-10,3.0580008e-10,2.0761226e-10,1.9370035e-10,2.748439e-10,2.701351e-10,2.4673794e-10,4.4304954e-10,3.5570208e-10,3.6651973e-10,4.721713e-10,4.1289078e-10,3.8012457e-10,4.755658e-10,4.2794365e-10,3.7778453e-10,5.2847704e-10,4.4238427e-10,3.925258e-10,0.46375227,0.58042884,0.55314124,2.1000155e-07,1.180248e-07,1.7971522e-07
184,guinea,9.945587,-9.696645,0.10828794398824812,0.06742106264448454,0.10820621437573684,2016,4064256,0.3103899,0.36660352,0.28157037,0.2637759,0.34889662,0.3316028,0.40120253,0.44616097,0.32897207,0.292795,0.49733207,0.35990998,0.0028654593,0.0034361721,0.002675741,0.0025116282,0.003234789,0.003131341,0.0037055302,0.0042665005,0.0031355487,0.0027883102,0.0045941584,0.003451446,6.625406e-08,6.689931e-08,5.2468923e-08,4.7549264e-08,7.090276e-08,5.4422607e-08,4.2658947e-08,4.8918558e-08,3.7350947e-08,3.4568693e-08,4.2842252e-08,4.410891e-08,5.977989e-10,6.218769e-10,4.898208e-10,4.4643686e-10,6.5002853e-10,5.107723e-10,4.8638626e-08,5.73944e-08,7.562251e-08,6.922113e-08,4.1658836e-08,5.008485e-08,2.7388437,2.7376897,2.7377949,2.7389538,2.7408245,2.7407625,6.261528e-06,9.7124375e-06,1.1660554e-05,8.757533e-06,5.401983e-06,8.056827e-06,299.19403,299.15417,299.2995,299.36285,299.69904,299.33517,1.0386616e-06,8.745975e-07,6.8716326e-07,8.056087e-07,7.899809e-07,3.636166e-07,2.726797,2.7314157,2.731735,2.7322142,2.7303715,2.7347808,7.991648e-05,7.46041e-05,6.7480934e-05,6.4910564e-05,6.995113e-05,3.9780036e-05,298.09094,298.52292,298.63248,298.7017,298.52985,298.85852,2.7586127e-08,3.337967e-08,2.2179897e-08,2.0392546e-08,3.0213986e-08,2.8975187e-08,4.414053e-08,4.425105e-08,3.0868858e-08,2.8002649e-08,5.231925e-08,3.2613926e-08,3.9397594e-10,4.1526513e-10,2.8905522e-10,2.6316127e-10,4.7172355e-10,3.039269e-10,2.5137656e-10,3.0580008e-10,2.0761226e-10,1.9370035e-10,2.748439e-10,2.701351e-10,4.6227033e-10,4.4304954e-10,3.5570208e-10,3.6651973e-10,4.721713e-10,4.1289078e-10,6.204727e-10,4.755658e-10,4.2794365e-10,3.7778453e-10,5.2847704e-10,4.4238427e-10,0.45623615,0.65640354,0.5375806,2.1969937e-07,1.1775686e-07,1.7861124e-07
185,liberia,6.428055,-9.429499,-0.06287013712777008,-0.06250225582686164,,1980,3920400,0.22162105,,,,,,0.3063711,,,,,,0.005350633,,,,,,0.007331557,,,,,,2.9911178e-08,,,,,,2.0447008e-08,,,,,,7.0164863e-10,,,,,,7.663945e-07,,,,,,7.149457,,,,,,3.253671e-05,,,,,,298.5571,,,,,,2.4858878e-06,,,,,,7.127562,,,,,,9.7792086e-05,,,,,,297.58725,,,,,,1.25877255e-08,,,,,,2.205004e-08,,,,,,5.202468e-10,,,,,,2.9040972e-10,,,,,,5.040833e-10,,,,,,3.6460168e-10,,,,,,0.42792112,,0.4778642,1.6434701e-07,,1.3871497e-07
186,liberia,6.428055,-9.429499,-0.038891547718585925,-0.0390715680393486,,1981,3924361,0.22335331,0.22162105,,,,,0.28984436,0.3063711,,,,,0.0053907624,0.005350633,,,,,0.0069796555,0.007331557,,,,,3.338971e-08,2.9911178e-08,,,,,2.2532845e-08,2.0447008e-08,,,,,7.7578055e-10,7.0164863e-10,,,,,9.739855e-07,7.663945e-07,,,,,7.1430116,7.149457,,,,,4.6078916e-05,3.253671e-05,,,,,298.15582,298.5571,,,,,2.3851599e-06,2.4858878e-06,,,,,7.1313124,7.127562,,,,,9.403727e-05,9.7792086e-05,,,,,297.70557,297.58725,,,,,1.4974706e-08,1.25877255e-08,,,,,2.3087672e-08,2.205004e-08,,,,,5.3562654e-10,5.202468e-10,,,,,3.466782e-10,2.9040972e-10,,,,,6.6961253e-10,5.040833e-10,,,,,7.78086e-10,3.6460168e-10,,,,,0.4261501,0.5288593,0.49784148,1.7894062e-07,1.0231367e-07,1.546622e-07
187,liberia,6.428055,-9.429499,0.017547155096435684,0.017762573555029595,,1982,3928324,0.3370044,0.22335331,0.22162105,,,,0.32950702,0.28984436,0.3063711,,,,0.008191861,0.0053907624,0.005350633,,,,0.008099143,0.0069796555,0.007331557,,,,3.8926856e-08,3.338971e-08,2.9911178e-08,,,,2.2587352e-08,2.2532845e-08,2.0447008e-08,,,,9.354514e-10,7.7578055e-10,7.0164863e-10,,,,1.6605492e-06,9.739855e-07,7.663945e-07,,,,7.1413674,7.1430116,7.149457,,,,6.640812e-05,4.6078916e-05,3.253671e-05,,,,298.1969,298.15582,298.5571,,,,2.438859e-06,2.3851599e-06,2.4858878e-06,,,,7.1194277,7.1313124,7.127562,,,,0.00010324792,9.403727e-05,9.7792086e-05,,,,297.26715,297.70557,297.58725,,,,1.472712e-08,1.4974706e-08,1.25877255e-08,,,,2.8482535e-08,2.3087672e-08,2.205004e-08,,,,6.89247e-10,5.3562654e-10,5.202468e-10,,,,3.529482e-10,3.466782e-10,2.9040972e-10,,,,6.493049e-10,6.6961253e-10,5.040833e-10,,,,7.0777667e-10,7.78086e-10,3.6460168e-10,,,,0.43801212,0.5798193,0.59845823,1.7189625e-07,1.1291833e-07,1.3564859e-07
188,liberia,6.428055,-9.429499,-0.03439597571492818,-0.034226881560839424,,1983,3932289,0.31893453,0.3370044,0.22335331,0.22162105,,,0.49547386,0.32950702,0.28984436,0.3063711,,,0.007686442,0.008191861,0.0053907624,0.005350633,,,0.012003847,0.008099143,0.0069796555,0.007331557,,,5.01816e-08,3.8926856e-08,3.338971e-08,2.9911178e-08,,,2.5166639e-08,2.2587352e-08,2.2532845e-08,2.0447008e-08,,,1.1900915e-09,9.354514e-10,7.7578055e-10,7.0164863e-10,,,6.867003e-07,1.6605492e-06,9.739855e-07,7.663945e-07,,,7.142245,7.1413674,7.1430116,7.149457,,,3.2599695e-05,6.640812e-05,4.6078916e-05,3.253671e-05,,,298.12115,298.1969,298.15582,298.5571,,,1.981434e-06,2.438859e-06,2.3851599e-06,2.4858878e-06,,,7.128434,7.1194277,7.1313124,7.127562,,,8.2245526e-05,0.00010324792,9.403727e-05,9.7792086e-05,,,297.624,297.26715,297.70557,297.58725,,,1.7585295e-08,1.472712e-08,1.4974706e-08,1.25877255e-08,,,3.8392184e-08,2.8482535e-08,2.3087672e-08,2.205004e-08,,,9.1465485e-10,6.89247e-10,5.3562654e-10,5.202468e-10,,,4.1870182e-10,3.529482e-10,3.466782e-10,2.9040972e-10,,,8.589364e-10,6.493049e-10,6.6961253e-10,5.040833e-10,,,1.2866839e-09,7.0777667e-10,7.78086e-10,3.6460168e-10,,,0.5279394,0.70987374,0.5450199,2.0668146e-07,8.77466e-08,1.5864919e-07
189,liberia,6.428055,-9.429499,-0.005888555639703836,-0.0062446673559284115,,1984,3936256,0.26675877,0.31893453,0.3370044,0.22335331,0.22162105,,0.35067025,0.49547386,0.32950702,0.28984436,0.3063711,,0.0064479727,0.007686442,0.008191861,0.0053907624,0.005350633,,0.008501246,0.012003847,0.008099143,0.0069796555,0.007331557,,2.9865355e-08,5.01816e-08,3.8926856e-08,3.338971e-08,2.9911178e-08,,2.3541189e-08,2.5166639e-08,2.2587352e-08,2.2532845e-08,2.0447008e-08,,7.094566e-10,1.1900915e-09,9.354514e-10,7.7578055e-10,7.0164863e-10,,1.3832408e-06,6.867003e-07,1.6605492e-06,9.739855e-07,7.663945e-07,,7.1370077,7.142245,7.1413674,7.1430116,7.149457,,5.8442834e-05,3.2599695e-05,6.640812e-05,4.6078916e-05,3.253671e-05,,297.96835,298.12115,298.1969,298.15582,298.5571,,2.0996388e-06,1.981434e-06,2.438859e-06,2.3851599e-06,2.4858878e-06,,7.1247935,7.128434,7.1194277,7.1313124,7.127562,,8.807034e-05,8.2245526e-05,0.00010324792,9.403727e-05,9.7792086e-05,,297.46008,297.624,297.26715,297.70557,297.58725,,1.5760852e-08,1.7585295e-08,1.472712e-08,1.4974706e-08,1.25877255e-08,,2.1444537e-08,3.8392184e-08,2.8482535e-08,2.3087672e-08,2.205004e-08,,5.129476e-10,9.1465485e-10,6.89247e-10,5.3562654e-10,5.202468e-10,,3.7397566e-10,4.1870182e-10,3.529482e-10,3.466782e-10,2.9040972e-10,,6.225269e-10,8.589364e-10,6.493049e-10,6.6961253e-10,5.040833e-10,,5.9720834e-10,1.2866839e-09,7.0777667e-10,7.78086e-10,3.6460168e-10,,0.46512902,0.623844,0.52540725,1.6638374e-07,1.14110804e-07,1.5202252e-07
190,liberia,6.428055,-9.429499,-0.020198141111065458,-0.02018713154026424,,1985,3940225,0.25345448,0.26675877,0.31893453,0.3370044,0.22335331,0.22162105,0.33375603,0.35067025,0.49547386,0.32950702,0.28984436,0.3063711,0.006157208,0.0064479727,0.007686442,0.008191861,0.0053907624,0.005350633,0.008127148,0.008501246,0.012003847,0.008099143,0.0069796555,0.007331557,3.7578197e-08,2.9865355e-08,5.01816e-08,3.8926856e-08,3.338971e-08,2.9911178e-08,2.4956146e-08,2.3541189e-08,2.5166639e-08,2.2587352e-08,2.2532845e-08,2.0447008e-08,8.900061e-10,7.094566e-10,1.1900915e-09,9.354514e-10,7.7578055e-10,7.0164863e-10,5.4944246e-07,1.3832408e-06,6.867003e-07,1.6605492e-06,9.739855e-07,7.663945e-07,7.139592,7.1370077,7.142245,7.1413674,7.1430116,7.149457,2.4453479e-05,5.8442834e-05,3.2599695e-05,6.640812e-05,4.6078916e-05,3.253671e-05,298.08286,297.96835,298.12115,298.1969,298.15582,298.5571,2.1626122e-06,2.0996388e-06,1.981434e-06,2.438859e-06,2.3851599e-06,2.4858878e-06,7.122247,7.1247935,7.128434,7.1194277,7.1313124,7.127562,8.295394e-05,8.807034e-05,8.2245526e-05,0.00010324792,9.403727e-05,9.7792086e-05,297.3486,297.46008,297.624,297.26715,297.70557,297.58725,1.7224705e-08,1.5760852e-08,1.7585295e-08,1.472712e-08,1.4974706e-08,1.25877255e-08,2.7682866e-08,2.1444537e-08,3.8392184e-08,2.8482535e-08,2.3087672e-08,2.205004e-08,6.558226e-10,5.129476e-10,9.1465485e-10,6.89247e-10,5.3562654e-10,5.202468e-10,4.087392e-10,3.7397566e-10,4.1870182e-10,3.529482e-10,3.466782e-10,2.9040972e-10,6.569845e-10,6.225269e-10,8.589364e-10,6.493049e-10,6.6961253e-10,5.040833e-10,6.6329864e-10,5.9720834e-10,1.2866839e-09,7.0777667e-10,7.78086e-10,3.6460168e-10,0.4271905,0.60295814,0.4862478,1.7341516e-07,1.2634975e-07,1.5218615e-07
